Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
SENSEXETF,EQ,83.26,-0.67,18.69,0.14,0.11
TSC,SM,69.95,-2.37,98.27,0.16,0.11
EQUAL50ADD,EQ,328.57,-0.45,607.58,0.03,0.11
SUNLITE,ST,153,-3.1,166.46,0.07,0.11
ECAPINSURE,EQ,23.67,0.34,20.49,0.48,0.11
TOP15IETF,EQ,10.31,0,7.13,1.08,0.11
KRITINUT,EQ,98.82,-2.47,495.12,0.11,0.11
CONSOFINVT,EQ,192.97,2.63,623.8,0.06,0.11
ABSLBANETF,EQ,56.44,-0.76,2626.58,0.19,0.11
NATHBIOGEN,BE,175.6,-1.7,333.71,0.06,0.11
SREEL,EQ,233.01,-0.72,539.53,0.05,0.11
KORE,ST,133.95,4.89,159.07,0.08,0.11
QMSMEDI,SM,84.55,4.38,150.92,0.13,0.11
SPECIALITY,EQ,124.9,0.43,602.46,0.09,0.11
PRESSTONIC,SM,83.15,-2.81,64.09,0.13,0.11
NIFTY100EW,EQ,33.24,0.09,1.81,0.32,0.11
UNIDT,EQ,206,0.64,418.24,0.05,0.11
842IIFL26,NL,985,0.43,145.04,0.01,0.11
PKTEA,BE,720.15,-2.81,222.95,0.01,0.1
876HUDCO28,ND,1158,-0.34,0,0.01,0.1
JYOTIGLOBL,ST,58.65,0.69,116.24,0.18,0.1
PTL,EQ,39.9,-0.18,528.18,0.26,0.1
CENTEXT,EQ,22.22,-1.81,177.76,0.46,0.1
TIPSFILMS,EQ,468.75,1.23,202.64,0.02,0.1
EMKAYTOOLS,ST,191,0.26,203.82,0.05,0.1
TBI,SM,92,1.32,167.06,0.11,0.1
OILCOUNTUB,EQ,83.6,1.58,434.63,0.12,0.1
DTIL,EQ,200.44,1.56,210.61,0.05,0.1
JPOLYINVST,EQ,723.95,-0.43,761.01,0.01,0.1
EMMBI,EQ,102.02,-3.44,196.29,0.1,0.1
ETML,SM,141.5,1.65,275.59,0.07,0.1
BEDMUTHA,EQ,139.5,0.64,450.08,0.07,0.1
SIKKO,EQ,70.7,-0.3,154.41,0.14,0.1
ANMOL,EQ,16.05,-3.55,91.35,0.62,0.1
VR,SM,185,6.32,164.28,0.05,0.1
SIGMA,BE,399,1.23,410.07,0.03,0.1
182D101025,TB,99.21,0.41,4960.5,0.1,0.1
TNIDETF,EQ,94.06,-0.28,173.54,0.11,0.1
ORIENTCER,EQ,38.75,-0.97,463.6,0.26,0.1
HECPROJECT,BE,158.95,0.93,172.27,0.06,0.1
HDFCNIF100,EQ,26.3,-0.34,67.56,0.38,0.1
MODTHREAD,EQ,57.01,-5.01,198.25,0.17,0.1
IPHL,SM,54.65,-1.35,136.57,0.18,0.1
NV20,EQ,146.7,-0.34,118.18,0.07,0.1
LATTEYS,EQ,20.62,-3.51,118.56,0.46,0.1
TOKYOPLAST,EQ,129.5,-1.11,123.04,0.08,0.1
BANSWRAS,EQ,130,-0.57,445.02,0.07,0.1
843IHFL29,NC,963,0.06,51.75,0.01,0.1
TTL,BE,11.4,-0.78,294.47,0.83,0.1
SUNDRMBRAK,EQ,785.1,-2.48,308.9,0.01,0.1
NIFTYQLITY,EQ,21.63,0.75,29.86,0.45,0.1
MULTICAP,EQ,16.14,-0.43,48.56,0.59,0.1
GTPL,EQ,116.5,-0.69,1310.19,0.08,0.1
SGBJUN29II,GB,10360,0.29,1966.82,0,0.1
DELAPLEX,SM,130.2,-0.69,118.61,0.07,0.09
866IIFC34B,N3,1450,-13.69,0,0.01,0.09
SGBJAN29X,GB,10355,0.49,1257.15,0,0.09
BLUEPEBBLE,SM,182.25,0.69,74.36,0.05,0.09
HINDCON,EQ,32.79,0.34,167.85,0.29,0.09
SUTLEJTEX,EQ,38.05,-1.63,623.37,0.24,0.09
NGLFINE,EQ,1409.1,-0.86,870.55,0.01,0.09
GLOBAL,BE,65,-0.43,330.86,0.14,0.09
IRISDOREME,BE,31.99,-2.88,608.87,0.29,0.09
QNIFTY,EQ,2720.12,-0.83,72.67,0,0.09
HINDCOMPOS,EQ,470.7,-2.1,695.18,0.02,0.09
BANARISUG,EQ,3750,-0.01,4702.39,0,0.09
76NHAI31,NA,1118,-0.87,2990.94,0.01,0.09
SAHYADRI,EQ,291.9,0.67,319.52,0.03,0.09
UNITEDTEA,EQ,485.05,-2.03,242.36,0.02,0.09
SUKHJITS,EQ,172.9,1.76,540.21,0.05,0.09
ASMS,EQ,12.65,0,385.29,0.72,0.09
CRAYONS,SM,47.85,-4.2,116.9,0.19,0.09
GENUSPAPER,EQ,18.3,-0.71,470.54,0.49,0.09
DUGLOBAL,SM,45,1.81,323.16,0.2,0.09
AAKASH,BE,10.8,0.75,109.35,0.84,0.09
ISHANCH,BE,64.55,2.04,135.35,0.14,0.09
BANKETFADD,EQ,56.37,-1.11,656.43,0.16,0.09
BHAGYANGR,BE,91.5,-0.5,292.75,0.1,0.09
CHEVIOT,EQ,1204,-0.51,703.36,0.01,0.09
TREEHOUSE,EQ,7.76,-4.9,32.83,1.14,0.09
SILKY,SM,140,-1.62,89.15,0.06,0.09
HMVL,EQ,87.8,-0.01,646.84,0.1,0.09
ASIANHOTNR,EQ,341.45,-0.9,664.23,0.03,0.09
TEAMGTY,BE,274.05,1.5,246.46,0.03,0.09
SMSLIFE,EQ,1155,1.55,349.19,0.01,0.09
SAKHTISUG,EQ,22.12,-1.03,262.89,0.39,0.09
SILINV,EQ,575,-0.1,609.26,0.02,0.09
CUBEXTUB,BE,81.75,-2.69,117.06,0.1,0.09
URBAN,SM,153,-0.16,132.5,0.06,0.09
888NHB29,N5,5686.1,-14.71,97.49,0,0.09
CREST,EQ,375,-0.42,1066.87,0.02,0.09
SHEKHAWATI,EQ,21.26,1.58,73.28,0.4,0.09
BROOKS,BE,144.01,-1.47,424.21,0.06,0.08
MUKTAARTS,EQ,73.25,-2.59,165.44,0.12,0.08
SAJHOTELS,SM,62.95,-2.7,101.51,0.14,0.08
BOHRAIND,EQ,28.72,-1.31,41.06,0.29,0.08
KEN,SM,50,-2.72,122.83,0.17,0.08
SBIETFCON,EQ,125.42,-0.34,22.99,0.07,0.08
LOVABLE,EQ,94.7,0.28,140.16,0.09,0.08
AVIANSH,SM,102.5,-0.68,143.26,0.08,0.08
UNIHEALTH,SM,163.75,2.15,252.17,0.05,0.08
PODDARMENT,EQ,283,0.18,300.26,0.03,0.08
SEMAC,BE,530.65,0.29,165.42,0.01,0.08
ALBERTDAVD,EQ,808,-0.48,461.14,0.01,0.08
EMULTIMQ,EQ,41.36,0.32,32.95,0.2,0.08
1065NFL27,NC,1015,0.1,95.71,0.01,0.08
GROWWN200,EQ,11.21,-0.97,13.92,0.72,0.08
WOL3D,SM,135,-0.7,87.1,0.06,0.08
SHREEOSFM,SM,114,-3.02,175.6,0.07,0.08
LASA,BE,9.28,0.98,46.49,0.88,0.08
AARTECH,EQ,60.3,-1.47,191.58,0.13,0.08
AMNPLST,EQ,226.05,-0.02,1243.73,0.04,0.08
690GS2065,GS,99.9,0,79920,0.08,0.08
DIGIKORE,SM,143.9,1.45,91.13,0.06,0.08
IMPAL,EQ,1045.2,-0.86,1304.41,0.01,0.08
S&SPOWER,BE,398,0,491.19,0.02,0.08
SAROJA,SM,56,-2.61,22.51,0.14,0.08
GSEC10YEAR,EQ,29.19,0.48,92.42,0.27,0.08
SUPERSPIN,EQ,9.76,0.83,53.68,0.79,0.08
ZENITHDRUG,SM,73,-3.76,125.19,0.1,0.08
JISLDVREQS,EQ,30.16,-3.46,58.19,0.25,0.08
PRANIK,SM,83.7,8.07,92.15,0.1,0.08
82HUDCO27,N2,1073.05,0.01,2702.18,0.01,0.08
SEJALLTD,BE,560,-1.93,565.6,0.01,0.08
JMA,EQ,91.6,0.91,209.22,0.08,0.08
DPSCLTD,EQ,12.44,-0.72,1211.39,0.6,0.07
LICNETFGSC,EQ,28.13,-0.21,2155.81,0.26,0.07
INVENTURE,EQ,1.51,0,158.55,4.93,0.07
GANGABATH,ST,27.05,-3.39,60.07,0.27,0.07
JEYYAM,SM,36.6,0,173.84,0.2,0.07
SGBJAN30IX,GB,10760,-0.37,2510.51,0,0.07
BSL,BE,174.24,5,179.33,0.04,0.07
BANARBEADS,EQ,107.99,0.52,71.66,0.07,0.07
ZODIACLOTH,EQ,97.61,-1.76,253.72,0.07,0.07
AKANKSHA,ST,90.05,-0.5,176.32,0.08,0.07
HPIL,EQ,134,1.59,153.08,0.05,0.07
EFACTOR,ST,226.8,5,296.84,0.03,0.07
IITL,BE,171,-1.71,385.56,0.04,0.07
SGBNV29VII,GB,10420,0.31,3384.66,0,0.07
SGBAUG27,GB,10660.1,0.91,1092.49,0,0.07
INSPIRISYS,BE,99.95,0.86,395.97,0.07,0.07
BRACEPORT,SM,74,-1.99,83.63,0.1,0.07
IVZINGOLD,EQ,8678,0.09,309.95,0,0.07
MAHAPEXLTD,EQ,104.01,-1.67,147.18,0.07,0.07
PSFL,SM,38.3,-2.17,75.38,0.18,0.07
HINDNATGLS,EQ,12.06,-5.04,108,0.57,0.07
LAMOSAIC,SM,37,-3.77,38.25,0.18,0.07
KRISHCA,SM,228.8,0.59,324.67,0.03,0.07
SUPREME,EQ,74,-2.79,285.99,0.09,0.07
FMNL,EQ,13.15,4.95,79.75,0.52,0.07
NIFTYBETF,EQ,253.99,-0.66,195.84,0.03,0.07
MACOBSTECH,SM,170,0.59,166.52,0.04,0.07
TVVISION,EQ,6.56,-4.65,25.42,0.99,0.07
SONUINFRA,SM,112.4,1.63,116.32,0.06,0.07
BANKA,EQ,91,-1.44,98.96,0.07,0.07
AHLADA,EQ,58.7,-1.44,75.85,0.11,0.07
SHANTI,BE,9.63,-2.03,10.7,0.69,0.07
GVPTECH,EQ,9.97,-1.68,183.48,0.66,0.07
HDFCNIFIT,EQ,37.21,-0.75,114.04,0.18,0.07
UTISENSETF,EQ,900,0,50325.4,0.01,0.07
MHLXMIRU,EQ,221,-0.4,234.71,0.03,0.07
NOIDATOLL,BE,3.88,4.86,72.24,1.7,0.06
CORALFINAC,EQ,43.9,-2.23,176.93,0.15,0.06
SMLT,EQ,107.2,-0.08,146.75,0.06,0.06
ATLANTAA,EQ,32.38,-3,263.9,0.19,0.06
SGBMAR30X,GB,10800,-0.14,1662.87,0,0.06
915SCL26,NE,1054,0,205.9,0.01,0.06
KAPSTON,EQ,247.9,0.35,502.94,0.03,0.06
NBIFIN,EQ,2512.3,1.42,742.35,0,0.06
LRRPL,ST,85.4,2.83,73.79,0.07,0.06
SSFL,SM,155.25,-1.49,133.06,0.04,0.06
NIRAJ,EQ,48.9,-2.51,291.91,0.13,0.06
DIL,EQ,1.91,-0.52,31.08,3.26,0.06
MITCON,EQ,69.5,-1.17,121.06,0.09,0.06
BBTCL,EQ,203.8,-0.26,418.02,0.03,0.06
PANACHE,BE,250.45,1.71,381.39,0.03,0.06
MEGASTAR,EQ,239.8,1.12,270.82,0.03,0.06
PRATHAM,SM,141,-1.05,256.8,0.04,0.06
PRAKASHSTL,EQ,5.83,0,102.03,1.07,0.06
HDFCPSUBK,EQ,70.74,-1.12,27.04,0.09,0.06
DHANLAXMI,SM,43.5,-2.9,71.03,0.14,0.06
GOKUL,EQ,41.7,-0.79,412.81,0.15,0.06
DPEL,SM,136.1,0.11,339.77,0.04,0.06
KANORICHEM,EQ,84.7,-1.83,370.08,0.07,0.06
SPECTSTM,SM,109.9,3.24,253.79,0.06,0.06
JINDALPHOT,BE,845,1.11,866.83,0.01,0.06
PIONEEREMB,EQ,38,-1.73,117.07,0.16,0.06
SGBJ28VIII,GB,10345,0.41,540.13,0,0.06
NEWJAISA,SM,31.6,-0.16,111.72,0.2,0.06
GEECEE,EQ,356.9,0.14,746.34,0.02,0.06
KATARIA,SM,98.5,-1.3,212.08,0.06,0.06
KALYANIFRG,EQ,702.15,-0.28,255.44,0.01,0.06
MMEL,SM,76,3.54,142.93,0.08,0.06
APOLSINHOT,EQ,1422.1,0.92,369.8,0,0.06
MAL,ST,60.85,-5,150.21,0.1,0.06
BAGFILMS,EQ,6.49,2.37,128.34,0.92,0.06
DUCOL,SM,145,-1.13,235.69,0.04,0.06
AGRITECH,EQ,144,1.05,85.54,0.04,0.06
TRANSWORLD,EQ,256.85,-0.41,563.98,0.02,0.06
REFRACTORY,ST,54.5,0,118.81,0.11,0.06
XTGLOBAL,EQ,32.1,-1.2,428.73,0.18,0.06
MYMUDRA,SM,68,0.74,77.46,0.08,0.06
SBIETFPB,EQ,273.43,-0.47,497.83,0.02,0.06
SHEMAROO,BE,114,-1.47,311.45,0.05,0.06
NGIL,EQ,27.7,3.44,48.57,0.21,0.06
NEXT30ADD,EQ,39,-0.33,30.39,0.15,0.06
SUNTECH,SM,70.1,-5.08,135.73,0.08,0.06
MAGSON,SM,112.25,-4.87,109.72,0.05,0.06
COMPUSOFT,EQ,20.01,-0.55,158.33,0.28,0.06
M&MFIN,N3,2202,0.55,0,0,0.06
INTERNET,EQ,14.59,-0.88,12.39,0.38,0.06
PVTBANKADD,EQ,27.17,-0.29,412.95,0.21,0.06
DICIND,EQ,593.45,-0.18,544.73,0.01,0.06
JFLLIFE,SM,13.45,2.28,44.38,0.42,0.06
VIAZ,SM,70.25,-0.99,86.06,0.08,0.06
MADHUSUDAN,SM,137.1,-2.73,198.38,0.04,0.06
HDIL,BZ,3.16,-4.24,149.79,1.75,0.06
URAVIDEF,BE,489,0.27,537.9,0.01,0.06
KOTHARIPRO,EQ,79.75,-2.45,476.01,0.07,0.06
AXISBPSETF,EQ,12.86,0.16,1101.98,0.43,0.05
SELECTIPO,EQ,49.75,-0.56,16.33,0.11,0.05
SHIVATEX,EQ,181.25,-1.02,234.95,0.03,0.05
KLL,SM,75.25,-1.89,139.44,0.07,0.05
APEXECO,SM,113.2,-0.7,149.26,0.05,0.05
NIFITETF,EQ,365.95,-0.67,6.31,0.01,0.05
TREJHARA,EQ,210.53,0.59,305.61,0.03,0.05
MANAKSTEEL,BE,60,-0.32,393.2,0.09,0.05
AXISCETF,EQ,125.57,-0.13,14.5,0.04,0.05
INFINIUM,SM,268,-1.2,417.63,0.02,0.05
RSSOFTWARE,BE,73.18,-2.01,189.03,0.07,0.05
AMBICAAGAR,EQ,27.2,2.18,46.72,0.2,0.05
GATECHDVR,BE,0.51,4.08,9.67,10.53,0.05
HMT,BZ,56,-1.51,2635.76,0.09,0.05
SGBMAR31IV,GB,11135,-0.19,3932.42,0,0.05
HDFCBSE500,EQ,36.84,-0.41,18.43,0.14,0.05
DCG,SM,72.7,2.83,131.95,0.07,0.05
PRUDMOULI,EQ,37.5,0.51,120.94,0.14,0.05
BEACON,SM,57.7,-2.94,104.23,0.09,0.05
SHRADHA,EQ,63.5,-0.66,321.46,0.08,0.05
JAIPURKURT,EQ,38.51,-3,73.52,0.13,0.05
SRIVASAVI,SM,63,-1.79,89.3,0.08,0.05
JETFREIGHT,EQ,13.63,-1.23,63.25,0.37,0.05
SHANTHALA,SM,43,12.71,28.8,0.12,0.05
VAL30IETF,EQ,12.94,-0.61,12.52,0.39,0.05
TARAPUR,EQ,23.75,-1.37,46.31,0.21,0.05
DCCL,SM,50.4,1,71.95,0.1,0.05
PCCL,SM,181.95,0.64,449.42,0.03,0.05
830PFCL27,N5,1112,0.36,0,0,0.05
IVP,EQ,169.01,-2.49,174.52,0.03,0.05
TGBHOTELS,EQ,11.6,2.2,33.97,0.43,0.05
PHOGLOBAL,SM,22.1,-3.91,42.75,0.22,0.05
DOLLEX,SM,41.2,-1.08,164.59,0.12,0.05
HDFCLOWVOL,EQ,20.8,-0.43,39.78,0.23,0.05
3PLAND,EQ,48.99,3.7,88.18,0.1,0.05
KNAGRI,SM,240,-0.83,599.97,0.02,0.05
865LTF26,NN,1059.01,-0.1,421.68,0,0.05
QUESTLAB,SM,99.75,1.06,163.46,0.05,0.05
LCCINFOTEC,EQ,4.52,-3.83,57.22,1.04,0.05
SIGIND,BE,56.4,1.57,166.02,0.08,0.05
EFORCE,SM,42.5,-3.41,99.45,0.11,0.05
726GS2033,GS,105,0.48,165900,0.04,0.05
SEL,SM,259.8,7.36,60.24,0.02,0.05
SIL,EQ,19.06,0.16,122.61,0.24,0.05
HOLMARC,SM,123.45,4.18,124.07,0.04,0.04
NIDAN,SM,18.8,-0.79,26.13,0.24,0.04
ENERGYDEV,BE,21,0.24,99.75,0.21,0.04
SGBJAN27,GB,10319.99,0.09,251.4,0,0.04
ORBTEXP,BE,197,2.51,522.27,0.02,0.04
96IIFL28,N5,983.4,0.15,376.47,0,0.04
SHAHALLOYS,EQ,56,-0.12,110.87,0.08,0.04
DIGIDRIVE,EQ,32.9,1.01,126.87,0.13,0.04
ARUNAYA,ST,24,-2.44,42.09,0.18,0.04
MAHASTEEL,BE,348,-1.79,571.92,0.01,0.04
NAHARINDUS,BE,111.4,-1.59,481.31,0.04,0.04
SOLARAPP1,E1,444.05,-1.32,504.9,0.01,0.04
HPTL,ST,178,0.56,212.08,0.02,0.04
ODIGMA,BE,30.72,1.12,96.03,0.14,0.04
SADHAV,ST,118,1.99,169.36,0.04,0.04
KARMAENG,BE,52.5,-2.4,60.74,0.08,0.04
RADIOCITY,EQ,8.5,0,293.83,0.49,0.04
893NHB29,N6,5740,0,381.83,0,0.04
SATIPOLY,SM,82.9,-4.71,41.01,0.05,0.04
PILITA,BE,14.35,-1.91,337.23,0.29,0.04
CAPTRUST,BE,49.5,-3.13,84.2,0.08,0.04
MARCO,SM,39.55,-2.1,73.95,0.1,0.04
MAITREYA,SM,250,-1.94,169.4,0.02,0.04
SETCO,BE,14.82,4.96,198.24,0.28,0.04
VLINFRA,SM,39.85,-0.25,62.61,0.1,0.04
BHANDARI,EQ,5.12,-0.97,122.91,0.8,0.04
IDEALTECHO,SM,201,-0.99,100.5,0.02,0.04
MANOMAY,EQ,165,0.4,297.8,0.02,0.04
SURYALAXMI,EQ,66.04,-0.26,124.19,0.06,0.04
RVHL,EQ,46.15,0.48,283.02,0.09,0.04
AXISBNKETF,EQ,568.02,-0.9,361.73,0.01,0.04
CINELINE,EQ,91.53,-1.17,313.64,0.04,0.04
SFLZC26A,ZC,1785,2.08,25.4,0,0.04
910TCAP28,NA,1135,0,388,0,0.04
STARPAPER,EQ,174.63,0.76,272.57,0.02,0.04
SDL26BEES,EQ,132.5,0.18,5097.14,0.03,0.04
SURANI,SM,89,-4.86,138.38,0.04,0.04
ZENITHSTL,BE,8.05,0.12,114.54,0.49,0.04
865IRFC29,NA,1130,-1.47,777.85,0,0.04
UNIENTER,EQ,154.25,0.76,1072.74,0.02,0.04
SIDDHIKA,SM,190,2.15,117.4,0.02,0.04
PENTAGON,SM,54.65,1.3,42.14,0.07,0.04
AKG,EQ,12.63,0.56,40.13,0.3,0.04
MITTAL,EQ,1.65,0,73.24,2.3,0.04
XELPMOC,EQ,90.08,-0.13,132.95,0.04,0.04
EUROTEXIND,EQ,14.75,7.59,12.91,0.25,0.04
NAMAN,SM,94.35,-1.26,123.28,0.04,0.04
TOTAL,EQ,73.62,-2.37,118.73,0.05,0.04
RAJINDLTD,SM,82.95,0.73,184.27,0.04,0.04
HEADSUP,EQ,10.3,-3.2,22.75,0.35,0.04
SMARTLINK,EQ,148,-1.84,147.63,0.02,0.04
UTISXN50,EQ,89.96,-0.45,26.67,0.04,0.04
WALPAR,SM,46.35,-0.43,43.52,0.08,0.04
KEL,SM,98.25,-1.26,100.92,0.04,0.04
SFML,SM,37.05,0.14,91.99,0.1,0.04
HEXATRADEX,EQ,180,0.23,994.4,0.02,0.04
SBIETFQLTY,EQ,222,-0.85,61.54,0.02,0.04
IPSL,SM,350,0,301.23,0.01,0.04
KAKATCEM,EQ,152.95,-1.98,118.9,0.02,0.03
DTL,SM,145,5.07,119.78,0.02,0.03
PELATRO,SM,385.5,0.64,408.53,0.01,0.03
LAMBODHARA,EQ,127.8,-1.75,132.63,0.03,0.03
LLOYDS,ST,86,-2.27,205.23,0.04,0.03
CMRSL,SM,86.5,2.55,25.33,0.04,0.03
SILVER360,EQ,113.79,1.16,9.17,0.03,0.03
BIKEWO,ST,17.1,-2.29,22.3,0.2,0.03
GROWWLOVOL,EQ,10.23,-0.2,5.66,0.34,0.03
DAVAN-RE1,BE,0.14,16.67,6.85,24.39,0.03
SICALLOG,BE,98.98,1.4,645.84,0.04,0.03
AKI,BE,9.35,0.54,96.5,0.36,0.03
ARSSINFRA,BE,48.1,-0.39,109.37,0.07,0.03
RAJRILTD,BE,25.49,0,1417.45,0.13,0.03
MAGNUM,EQ,23.8,0.63,158.06,0.14,0.03
PARAGON,SM,55.4,-0.18,108.4,0.06,0.03
MCON,SM,81.8,0,59.95,0.04,0.03
NITIRAJ,EQ,193.97,-0.99,198.84,0.02,0.03
ALKALI,EQ,88.1,-1.56,89.71,0.04,0.03
KEYFINSERV,EQ,259.95,1.35,182.44,0.01,0.03
AMIABLE,SM,67,-3.04,11.71,0.05,0.03
WEWIN,EQ,51.94,2.89,52.78,0.06,0.03
SGBFEB29XI,GB,10435,0.88,1281.33,0,0.03
MIDQ50ADD,EQ,250.48,0.05,104.11,0.01,0.03
WIPL,EQ,156.4,2.43,132.74,0.02,0.03
SGBAPR28I,GB,10555.01,-0.72,1871.27,0,0.03
VIVO,SM,64,-4.76,12.9,0.05,0.03
ELGIRUBCO,BE,57.74,1.49,288.99,0.06,0.03
GREENCHEF,SM,65,1.56,151.27,0.05,0.03
ORCHASP,EQ,2.8,-1.75,89.47,1.1,0.03
AXISTECETF,EQ,384.9,-0.55,169.77,0.01,0.03
MADHAV,EQ,45.6,-1.55,40.8,0.07,0.03
ATLASCYCLE,BE,119,0.4,77.4,0.03,0.03
ARCHIES,BE,19.2,-1.89,64.86,0.16,0.03
RULKA,SM,127,0.32,54.08,0.02,0.03
GANGAFORGE,EQ,3.4,0.29,45.83,0.88,0.03
SCML,SM,75,-2.6,86.32,0.04,0.03
ARIHANTACA,SM,375,1.42,227.07,0.01,0.03
RILINFRA,ST,37,1.09,68.84,0.08,0.03
CAGL25A,N4,1289.98,0,17.27,0,0.03
KANANIIND,EQ,1.96,-1.51,38.78,1.53,0.03
ASHOKAMET,EQ,17.1,-0.98,42.74,0.17,0.03
SHYAMCENT,BE,7.21,-0.41,152.98,0.41,0.03
GOYALSALT,SM,164.9,-0.33,295.18,0.02,0.03
INDBANK,EQ,32.5,-1.22,144.23,0.09,0.03
MEP,BZ,1.66,-1.78,30.45,1.74,0.03
DBSTOCKBRO,EQ,25.6,-1.69,89.6,0.11,0.03
ASTRON,EQ,14.2,-1.66,66.03,0.2,0.03
THESL,SM,31.2,-5.02,38.96,0.09,0.03
SUVIDHAA,BE,4.15,1.97,87.07,0.69,0.03
PANSARI,BE,278,1.83,485.02,0.01,0.03
710GS2029,GS,104.3,-1.03,157493,0.03,0.03
SHREYANIND,BE,226,0.75,312.44,0.01,0.03
MICROPRO,SM,21.6,-1.14,30.89,0.13,0.03
SYLVANPLY,SM,71,0,137.56,0.04,0.03
KONTOR,SM,76,0.07,46.97,0.04,0.03
VINNY,EQ,1.32,0,61.41,2.11,0.03
NEPTUNE,SM,139,0.58,314.88,0.02,0.03
MOINFRA,EQ,58.48,-0.65,1.61,0.05,0.03
DRCSYSTEMS,BE,17.5,0,234.64,0.16,0.03
GUJRAFFIA,EQ,39.93,-1.16,21.58,0.07,0.03
DELTIC,SM,67.2,-1.47,102.75,0.04,0.03
GOYALALUM,EQ,7.47,0.81,106.62,0.36,0.03
KSHITIJPOL,EQ,3.12,-0.95,27.77,0.86,0.03
769HUDCO31,N9,1144.94,0.26,0,0,0.03
PAR,BE,96.5,-0.62,118.74,0.03,0.03
MALUPAPER,EQ,37.78,-1.23,64.45,0.07,0.03
AUSOMENT,BE,107.77,-1.49,146.82,0.02,0.03
KHANDSE,EQ,24.5,-1.57,37.37,0.11,0.03
BULKCORP,ST,72,-4.64,54.1,0.04,0.03
CINEVISTA,BE,17.5,-1.13,100.51,0.15,0.03
TIMESCAN,ST,65.6,-5,45.84,0.04,0.03
915AEL28,NC,1004.04,-0.73,417.19,0,0.03
AVROIND,EQ,157.5,0.1,209.65,0.02,0.03
RICHA,SM,65.1,5,67.24,0.04,0.03
RAJTV,EQ,44.96,2.77,233.4,0.06,0.03
892PFCL33,N8,1286,-0.49,0,0,0.03
SAMAY,SM,32.4,2.37,49.73,0.08,0.03
895AEL27,N9,1002.05,0,81.65,0,0.03
JIWANRAM,SM,8.5,-3.41,21.04,0.3,0.03
BSLSENETFG,EQ,83.6,2.31,287.9,0.03,0.03
764HUDCO31,N8,1127.5,-1.7,0,0,0.03
DANGEE,BE,4.26,-1.62,65.59,0.6,0.03
PULZ,SM,42,0,91.59,0.06,0.03
VISAMAN,ST,83.75,1.95,115.68,0.03,0.03
SABAR,ST,4.6,4.55,7.94,0.55,0.03
SBINEQWETF,EQ,31.83,-0.59,27.03,0.08,0.03
CTE,BE,42.58,-0.98,83.59,0.06,0.02
KONSTELEC,ST,62.05,-3.95,93.7,0.04,0.02
TROM,ST,102,2.31,93.79,0.02,0.02
MHHL,SM,54,-1.82,98.47,0.04,0.02
HISARMETAL,EQ,187.5,-1.75,101.25,0.01,0.02
CONS,EQ,124.56,-0.77,7.35,0.02,0.02
935PEL33,N3,1089.98,0,60.92,0,0.02
MAHESHWARI,EQ,59,-0.94,174.62,0.04,0.02
PRECISION,ST,24.25,4.3,55.68,0.1,0.02
CEREBRAINT,BZ,7.6,2.01,92.1,0.31,0.02
SVPGLOB,EQ,3.67,0.27,46.43,0.64,0.02
NDGL,EQ,4147,0.19,414.7,0,0.02
BAWEJA,SM,59.5,-1.57,109.64,0.04,0.02
AMBEY,SM,39.7,1.66,99.04,0.06,0.02
AUSL,ST,38.4,1.99,95.37,0.06,0.02
AUROIMPEX,SM,48.5,-2.02,59.17,0.05,0.02
BANKPSU,EQ,70.17,-1.34,42.71,0.03,0.02
ABSLNN50ET,EQ,70.53,-0.3,138.35,0.03,0.02
STCINDIA,BE,123,-1.6,738,0.02,0.02
SONAMAC,SM,75.25,-2.02,103.27,0.03,0.02
SELMC,EQ,32.2,4.92,106.69,0.07,0.02
MANUGRAPH,BE,22.61,0.27,68.77,0.1,0.02
865IFL28,NZ,967,-0.21,85.98,0,0.02
FALCONTECH,ST,18,-0.55,9.64,0.12,0.02
MKPL,BE,6.69,0.45,251.12,0.33,0.02
MODIRUBBER,BE,117,0.65,292.97,0.02,0.02
SAMBHAAV,EQ,6.7,0.15,128.04,0.33,0.02
LIBAS,EQ,12.57,-0.32,33.12,0.18,0.02
ZEAL,SM,122,1.24,162.38,0.02,0.02
AROGRANITE,EQ,35.98,-0.44,55.05,0.06,0.02
73GS2053,GS,103.5,-0.47,201825,0.02,0.02
858HUDCO29,NC,1333,-2.51,0,0,0.02
PREMIUM,SM,34.5,-7.13,65.88,0.06,0.02
UNIONGOLD,EQ,98,0.31,143.66,0.02,0.02
SILLYMONKS,EQ,16.35,3.94,16.73,0.13,0.02
1015ECL29,NR,1002.1,0.08,111.33,0,0.02
960ISFL25,N1,1060,0.19,123.85,0,0.02
AMEYA,SM,103,-0.1,77.25,0.02,0.02
RKDL,EQ,27.98,0.32,67.15,0.07,0.02
SGBOCT25IV,GB,10301.34,0.5,390.41,0,0.02
VITAL,SM,57.1,-3.22,136.76,0.04,0.02
KREBSBIO,BE,74.88,0.43,161.45,0.03,0.02
667GS2035,GS,102,-4.71,125393.7,0.02,0.02
SPPPOLY,SM,16.7,-3.47,25.7,0.12,0.02
930APMD29,N0,101418.75,0.07,1014.18,0,0.02
SANGANI,SM,67.5,0.6,92.99,0.03,0.02
654GS2032,GS,100.9,-0.1,157404,0.02,0.02
BANG,EQ,50.6,1.04,68.61,0.04,0.02
